Suma de Price per kilogram,Etiquetas de columna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Etiquetas de fila,Aguascalientes,Baja California,Baja California Sur,Campeche,Chiapas,Chihuahua,Coahuila,Colima,D.F.,Durango,Edo. México,Guanajuato,Guerrero,Hidalgo,Jalisco,Michoacán,Morelos,Nayarit,Nuevo León,Oaxaca,Puebla,Querétaro,Quintana Roo,San Luis Potosí,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz,Yucatán,Zacatecas
07/03/2014,$22.00,$51.11,$24.18,$24.20,$44.07,$49.14,$68.57,$23.83,$40.54,$44.05,$21.37,$62.57,$47.58,$21.75,$44.36,$22.14,$24.50,$25.33,$50.40,$22.24,$37.97,$24.00,$51.27,$21.64,$25.40,$103.59,$24.23,$124.37,$19.67,$96.11,$24.46,$20.92
10/03/2014,$22.00,$51.11,$24.18,$24.20,$44.07,$49.14,$68.57,$23.83,$40.54,$43.95,$21.37,$62.57,$47.58,$21.75,$44.36,$22.14,$24.50,$25.33,$50.40,$22.24,$37.94,$24.00,$51.27,$21.64,$25.40,$103.59,$24.23,$124.37,$19.67,$96.11,$25.10,$20.92
12/03/2014,$22.00,$51.11,$24.18,$24.27,$44.07,$49.14,$68.57,$23.83,$40.54,$43.95,$21.37,$62.57,$47.08,$21.75,$44.36,$22.14,$24.50,$25.33,$50.40,$22.24,$37.78,$24.00,$51.27,$21.64,$25.40,$103.59,$24.23,$124.37,$19.67,$96.11,$25.10,$21.08
14/03/2014,$22.00,$51.11,$24.18,$24.27,$44.07,$49.11,$68.57,$23.83,$40.54,$43.95,$21.37,$62.57,$47.08,$21.75,$44.36,$22.14,$24.50,$25.33,$50.40,$22.24,$38.38,$24.00,$51.27,$21.64,$25.40,$103.59,$24.43,$124.37,$19.67,$96.11,$25.10,$21.08
19/03/2014,$22.00,$51.11,$24.18,$24.30,$44.07,$49.11,$68.57,$23.83,$40.54,$43.61,$21.37,$62.57,$47.08,$21.75,$44.36,$22.14,$24.50,$25.33,$50.40,$21.86,$37.78,$24.00,$51.27,$21.64,$25.40,$103.29,$24.43,$123.24,$19.67,$96.11,$25.10,$21.08
21/03/2014,$22.00,$51.11,$24.18,$23.97,$44.20,$49.11,$68.57,$23.83,$40.54,$44.05,$21.37,$62.57,$47.08,$21.75,$44.36,$21.81,$24.50,$25.33,$50.40,$21.86,$37.18,$24.00,$51.27,$21.64,$25.57,$103.29,$24.43,$123.24,$19.67,$95.78,$25.10,$21.08
24/03/2014,$22.00,$51.11,$24.18,$23.97,$44.07,$49.14,$68.57,$23.83,$40.54,$43.61,$21.37,$62.57,$47.08,$21.75,$44.36,$21.81,$24.50,$25.33,$50.40,$21.86,$37.18,$24.00,$51.27,$21.64,$25.40,$103.29,$24.47,$123.24,$19.50,$95.78,$25.10,$21.08
26/03/2014,$22.00,$51.11,$24.18,$23.97,$43.57,$49.14,$68.57,$23.83,$40.54,$43.71,$21.37,$62.57,$47.08,$21.42,$44.36,$21.81,$24.50,$25.33,$50.40,$21.80,$37.28,$23.67,$51.27,$21.64,$25.40,$103.29,$24.43,$123.24,$19.50,$95.78,$25.10,$21.08
28/03/2014,$22.00,$51.11,$24.18,$23.97,$43.57,$49.11,$68.57,$23.83,$40.54,$43.71,$21.37,$62.57,$47.08,$21.42,$44.36,$21.81,$24.50,$25.33,$50.40,$21.80,$37.28,$23.67,$51.27,$21.14,$25.40,$103.59,$24.43,$123.24,$19.50,$95.78,$25.10,$21.08
31/03/2014,$22.00,$51.11,$24.18,$23.97,$43.57,$49.14,$68.57,$23.83,$40.54,$44.38,$21.37,$62.57,$46.75,$21.42,$44.36,$21.81,$24.50,$25.33,$50.40,$21.80,$37.28,$23.67,$51.27,$21.14,$25.40,$102.69,$24.43,$123.24,$19.50,$95.91,$25.10,$21.08
02/04/2014,$22.00,$50.97,$24.02,$23.97,$44.00,$49.11,$68.57,$23.83,$40.54,$44.38,$21.37,$62.57,$46.75,$21.42,$44.36,$21.81,$24.50,$25.50,$50.40,$21.83,$37.38,$23.67,$51.27,$21.14,$25.40,$102.99,$24.43,$124.37,$19.50,$95.94,$25.10,$21.08
04/04/2014,$22.00,$50.97,$24.02,$23.97,$44.00,$49.11,$68.57,$23.83,$40.71,$43.98,$21.37,$62.57,$46.75,$21.42,$44.36,$21.81,$24.67,$25.50,$50.40,$21.86,$37.38,$24.00,$51.27,$21.14,$25.40,$102.99,$24.43,$124.37,$19.50,$95.94,$25.10,$21.08
07/04/2014,$22.00,$50.64,$24.02,$23.97,$44.00,$49.11,$68.57,$23.83,$40.71,$43.98,$21.37,$62.57,$46.75,$21.42,$44.36,$21.81,$24.67,$25.50,$50.40,$21.83,$37.38,$24.00,$51.17,$21.14,$25.40,$102.99,$24.43,$124.37,$19.50,$95.91,$25.10,$21.25
09/04/2014,$22.00,$50.64,$24.02,$23.97,$43.99,$49.11,$68.57,$23.83,$40.71,$43.98,$21.37,$62.57,$46.75,$21.42,$44.36,$21.81,$24.67,$25.50,$50.40,$21.83,$37.38,$24.00,$51.17,$21.14,$25.40,$103.12,$24.80,$123.24,$19.50,$95.91,$25.10,$21.25
11/04/2014,$22.00,$50.64,$24.02,$23.97,$43.85,$49.11,$68.57,$23.83,$40.71,$43.51,$21.37,$62.57,$46.75,$21.42,$44.36,$21.81,$24.67,$25.50,$50.40,$21.83,$37.38,$24.00,$51.20,$21.14,$25.40,$103.12,$24.80,$123.24,$19.50,$95.91,$25.10,$21.25
14/04/2014,$22.00,$50.64,$24.02,$23.97,$43.79,$49.11,$68.57,$23.83,$40.71,$43.51,$21.37,$62.57,$46.75,$21.42,$44.36,$21.81,$24.67,$25.50,$50.40,$21.83,$37.38,$24.00,$51.20,$21.14,$25.40,$103.12,$24.80,$123.24,$19.67,$95.91,$25.10,$21.25
16/04/2014,$22.00,$50.64,$24.02,$23.97,$43.94,$49.11,$68.57,$23.83,$40.71,$43.51,$21.37,$62.87,$46.75,$20.67,$44.36,$21.81,$24.67,$25.50,$50.40,$21.83,$37.38,$24.00,$51.20,$21.14,$25.40,$103.12,$24.63,$123.24,$19.67,$95.91,$25.26,$21.22
21/04/2014,$22.00,$50.64,$24.02,$23.97,$43.44,$49.11,$68.57,$23.83,$40.71,$43.51,$21.37,$62.57,$46.75,$20.67,$44.36,$21.81,$24.67,$25.50,$50.40,$21.83,$37.38,$24.00,$51.20,$21.14,$25.40,$103.12,$24.63,$123.18,$19.50,$95.91,$25.10,$21.18
23/04/2014,$22.00,$50.64,$24.02,$23.97,$42.94,$49.11,$68.57,$23.83,$40.71,$43.51,$21.37,$62.57,$46.75,$19.67,$44.36,$21.81,$24.67,$25.50,$50.40,$21.83,$37.38,$24.00,$51.17,$21.14,$25.40,$103.12,$24.63,$123.31,$19.50,$95.91,$25.26,$21.22
25/04/2014,$22.00,$50.81,$24.18,$23.97,$43.40,$49.11,$68.57,$23.83,$40.71,$43.77,$21.37,$62.70,$46.75,$19.67,$44.36,$21.81,$24.67,$25.50,$50.40,$21.83,$37.38,$24.00,$51.23,$21.14,$25.40,$103.12,$24.63,$122.58,$19.50,$93.62,$25.26,$21.22
28/04/2014,$22.00,$50.64,$24.02,$23.97,$43.77,$49.11,$68.57,$23.83,$40.71,$43.77,$21.37,$62.57,$46.75,$19.67,$44.36,$21.81,$24.67,$25.50,$50.40,$21.83,$37.38,$24.00,$51.23,$21.14,$25.40,$103.12,$24.63,$123.18,$19.50,$93.62,$25.26,$21.22
30/04/2014,$22.00,$50.81,$24.02,$23.97,$43.94,$49.11,$68.57,$23.83,$40.71,$43.77,$21.37,$62.90,$46.75,$19.67,$44.36,$21.81,$24.67,$25.50,$50.40,$21.83,$38.15,$24.00,$51.23,$21.14,$25.40,$103.16,$24.63,$123.18,$19.50,$93.96,$25.26,$21.22
02/05/2014,$22.00,$50.81,$24.02,$23.97,$43.77,$49.11,$68.57,$23.83,$40.71,$43.77,$21.37,$62.90,$46.75,$19.67,$44.36,$21.81,$24.67,$25.50,$50.40,$21.83,$38.15,$24.00,$51.23,$21.14,$25.40,$103.16,$24.63,$123.33,$19.50,$93.46,$25.26,$21.22
07/05/2014,$22.00,$50.81,$24.18,$23.97,$43.94,$49.11,$68.57,$23.83,$40.71,$43.77,$21.37,$62.90,$46.75,$19.67,$44.69,$21.81,$24.67,$25.50,$50.40,$21.83,$37.38,$24.00,$50.60,$21.14,$25.40,$103.16,$24.63,$123.18,$19.50,$93.59,$25.26,$21.22
09/05/2014,$22.00,$50.74,$24.18,$23.97,$43.62,$49.11,$68.57,$23.83,$40.71,$43.77,$21.37,$62.90,$46.75,$19.67,$44.69,$21.81,$24.67,$25.50,$50.40,$21.83,$37.38,$24.00,$50.60,$21.14,$25.40,$103.16,$24.80,$123.18,$19.50,$93.59,$25.26,$21.22
12/05/2014,$22.00,$50.48,$24.18,$23.97,$43.62,$49.11,$68.57,$23.83,$40.71,$43.77,$21.37,$62.90,$47.08,$19.67,$44.69,$21.81,$24.67,$25.50,$50.40,$21.83,$37.38,$24.00,$50.60,$21.14,$25.40,$103.16,$24.80,$123.18,$19.50,$93.29,$25.26,$21.22
14/05/2014,$22.00,$51.54,$24.18,$23.65,$43.30,$49.11,$68.57,$23.83,$40.71,$43.77,$21.37,$62.90,$46.75,$19.67,$44.69,$21.81,$24.67,$25.50,$50.40,$21.83,$37.38,$24.00,$50.60,$21.14,$25.40,$103.16,$24.20,$123.18,$19.50,$93.59,$25.26,$21.22
16/05/2014,$22.00,$51.54,$24.18,$23.65,$43.30,$49.14,$68.57,$23.83,$40.71,$43.77,$21.37,$62.90,$46.75,$19.67,$44.69,$21.81,$24.67,$25.50,$50.40,$21.83,$37.38,$23.67,$50.60,$21.14,$25.40,$103.16,$24.20,$123.18,$19.50,$93.59,$25.26,$21.22
19/05/2014,$22.00,$51.54,$24.02,$23.65,$43.27,$49.14,$68.57,$23.83,$40.71,$43.77,$21.37,$62.90,$46.75,$19.67,$44.69,$21.81,$24.67,$25.50,$50.40,$21.83,$37.38,$23.67,$50.60,$21.14,$25.40,$103.16,$24.07,$123.18,$19.50,$93.59,$25.26,$21.22
21/05/2014,$22.00,$51.54,$24.02,$23.65,$43.27,$49.14,$68.53,$23.83,$40.71,$43.77,$21.37,$62.90,$46.75,$19.67,$44.69,$21.81,$24.67,$25.50,$50.40,$21.83,$37.84,$23.67,$50.60,$21.14,$25.40,$103.16,$24.60,$123.18,$19.50,$93.29,$25.23,$21.22
23/05/2014,$22.00,$51.54,$24.02,$23.67,$43.40,$49.14,$68.53,$23.83,$40.71,$43.77,$21.37,$62.90,$46.75,$19.67,$44.69,$21.81,$24.67,$25.50,$50.40,$21.83,$37.38,$23.67,$50.60,$21.14,$25.40,$103.16,$24.60,$123.18,$19.50,$93.25,$25.23,$21.18
26/05/2014,$22.00,$51.54,$24.02,$23.67,$43.40,$49.14,$68.53,$23.83,$40.71,$43.77,$21.37,$62.90,$46.75,$19.67,$44.69,$21.81,$24.67,$25.50,$50.40,$21.83,$37.28,$23.67,$50.63,$21.14,$25.40,$103.29,$24.60,$123.18,$19.50,$92.92,$25.23,$21.18
28/05/2014,$22.00,$51.54,$24.02,$23.67,$43.40,$49.14,$68.53,$23.83,$40.71,$43.64,$21.37,$62.90,$46.75,$19.67,$44.69,$21.81,$24.67,$25.50,$50.40,$21.83,$37.28,$23.67,$50.63,$21.14,$25.40,$103.16,$24.60,$123.01,$19.50,$93.25,$25.23,$21.18
30/05/2014,$22.00,$51.54,$24.02,$23.67,$43.40,$49.14,$68.53,$23.83,$40.71,$43.77,$21.37,$62.90,$46.63,$19.67,$44.69,$21.81,$24.67,$25.50,$50.40,$21.83,$37.28,$23.67,$50.63,$21.14,$25.40,$103.29,$24.60,$123.18,$19.50,$92.92,$25.23,$21.18
02/06/2014,$22.00,$51.54,$24.02,$23.67,$43.40,$49.14,$68.53,$23.83,$40.71,$43.27,$21.37,$62.90,$46.63,$19.67,$44.69,$21.81,$24.67,$25.50,$50.40,$21.83,$37.28,$23.67,$50.66,$21.14,$25.40,$103.16,$24.77,$123.18,$19.50,$92.92,$25.20,$21.22
04/06/2014,$22.00,$51.87,$24.02,$23.30,$43.87,$49.11,$68.53,$23.83,$40.71,$43.60,$21.37,$62.90,$47.30,$19.67,$44.69,$21.81,$24.67,$25.50,$50.40,$21.83,$38.35,$23.50,$50.66,$21.14,$25.40,$103.16,$24.43,$123.18,$19.50,$92.32,$25.20,$21.22
06/06/2014,$22.00,$51.87,$24.02,$23.30,$44.00,$49.14,$68.53,$23.83,$40.71,$43.30,$21.37,$62.90,$46.96,$19.67,$44.69,$21.81,$24.67,$25.50,$50.40,$21.83,$38.35,$23.50,$50.66,$21.14,$25.40,$103.16,$24.60,$123.18,$19.50,$92.32,$25.20,$21.22
09/06/2014,$22.00,$51.87,$24.02,$23.30,$44.13,$49.14,$68.53,$23.83,$40.71,$43.14,$21.37,$62.90,$46.96,$19.67,$44.69,$21.81,$24.67,$25.50,$50.40,$21.83,$38.35,$23.50,$50.63,$21.14,$25.40,$103.16,$24.60,$123.18,$19.50,$92.32,$25.20,$21.22
11/06/2014,$22.00,$51.87,$24.02,$23.33,$43.90,$49.14,$68.53,$23.83,$40.71,$43.14,$21.37,$62.90,$46.96,$19.67,$44.69,$21.81,$24.67,$25.50,$50.40,$21.83,$38.35,$23.50,$50.63,$21.14,$25.40,$103.16,$24.43,$123.18,$19.50,$92.71,$25.20,$21.22
13/06/2014,$22.00,$51.87,$24.02,$23.30,$43.90,$49.11,$68.53,$23.83,$40.71,$43.27,$21.37,$62.90,$47.08,$19.67,$44.69,$21.81,$24.67,$25.50,$50.40,$21.83,$38.35,$23.50,$50.63,$21.14,$25.40,$103.16,$24.43,$123.18,$19.50,$93.77,$25.20,$21.22
16/06/2014,$22.00,$51.87,$24.02,$23.30,$43.70,$49.11,$68.53,$23.83,$40.71,$43.27,$21.37,$62.90,$47.08,$19.50,$44.69,$21.81,$24.67,$25.50,$50.40,$21.83,$38.35,$23.50,$50.70,$21.14,$25.40,$103.16,$24.43,$122.61,$19.50,$93.77,$25.20,$21.05
18/06/2014,$22.00,$51.87,$24.02,$23.30,$43.70,$49.11,$68.53,$23.83,$40.71,$43.27,$21.37,$62.90,$47.22,$19.50,$44.69,$21.81,$24.67,$25.50,$50.40,$21.83,$38.38,$23.50,$50.63,$21.14,$25.40,$103.16,$24.80,$122.61,$19.50,$94.10,$25.20,$21.08
20/06/2014,$22.00,$51.87,$24.02,$23.30,$43.83,$49.11,$68.53,$23.83,$40.71,$43.27,$21.37,$62.90,$47.22,$19.50,$44.69,$21.81,$24.67,$25.50,$50.40,$21.83,$38.38,$23.50,$50.63,$21.14,$25.40,$103.16,$24.80,$122.61,$19.50,$94.10,$25.20,$21.08
23/06/2014,$22.00,$51.87,$24.02,$23.30,$43.87,$49.11,$68.53,$23.83,$40.71,$43.14,$21.37,$62.90,$47.22,$19.50,$44.69,$21.81,$24.67,$25.50,$50.40,$21.83,$38.38,$23.50,$50.63,$21.14,$25.40,$103.16,$24.80,$122.61,$19.50,$95.47,$25.10,$21.08
25/06/2014,$22.00,$51.87,$24.02,$23.30,$43.83,$49.11,$68.43,$23.83,$40.71,$43.27,$21.37,$62.90,$47.22,$19.50,$44.69,$21.81,$24.67,$25.50,$50.40,$21.83,$38.38,$23.50,$50.63,$21.14,$25.40,$103.16,$24.80,$122.61,$19.50,$95.15,$25.10,$21.08
26/06/2014,$22.00,,,$23.30,,,,,,,,,$24.72,,,,,,,,,,$24.83,,,,,,,,,
27/06/2014,$22.00,$51.87,$24.02,$23.30,$43.76,$49.11,$68.43,$23.83,$40.71,$43.27,$21.37,$62.90,$47.22,$19.50,$44.69,$21.81,$24.67,$25.50,$50.40,$21.83,$38.38,$23.50,$50.63,$21.14,$25.40,$103.16,$24.80,$122.61,$19.50,$95.15,$25.10,$21.08
30/06/2014,$22.00,$51.94,$24.02,$23.97,$43.73,$49.11,$68.43,$23.83,$40.74,$43.10,$21.37,$62.90,$47.22,$19.50,$44.69,$21.81,$24.67,$25.50,$50.40,$21.83,$38.38,$23.63,$50.76,$21.14,$25.40,$103.16,$24.80,$122.61,$19.50,$95.15,$25.10,$21.22
02/07/2014,$22.00,$51.94,$24.02,$23.97,$43.70,$49.11,$68.43,$23.83,$40.74,$43.24,$21.37,$62.90,$47.22,$19.50,$44.69,$21.81,$24.67,$25.50,$49.30,$21.83,$38.38,$23.63,$50.76,$21.14,$25.40,$103.16,$24.77,$122.61,$19.50,$95.15,$25.10,$21.22
04/07/2014,$22.00,$51.94,$24.02,$23.97,$44.00,$49.11,$68.53,$23.83,$40.74,$43.36,$21.37,$62.90,$47.22,$19.50,$44.69,$21.81,$24.67,$25.50,$49.30,$21.83,$38.41,$23.63,$50.93,$21.14,$25.40,$103.16,$24.77,$122.61,$19.50,$95.15,$25.10,$21.22
07/07/2014,$22.00,$51.94,$24.02,$23.97,$44.13,$49.11,$68.53,$23.83,$40.74,$44.16,$21.37,$62.90,$47.22,$19.50,$44.69,$21.81,$24.67,$25.50,$49.30,$21.83,$38.41,$23.63,$50.93,$21.14,$25.40,$103.16,$24.77,$122.61,$19.50,$95.15,$25.10,$21.22
09/07/2014,$22.00,$51.94,$24.02,$23.97,$43.80,$49.11,$68.53,$23.83,$40.74,$43.50,$21.37,$62.90,$47.22,$19.50,$44.69,$21.81,$24.67,$25.50,$49.30,$21.83,$38.41,$23.63,$50.90,$21.14,$25.40,$103.16,$24.63,$122.61,$19.50,$95.15,$25.10,$21.22
11/07/2014,$22.00,$51.94,$24.02,$23.97,$43.80,$49.11,$68.53,$23.83,$40.74,$43.53,$21.37,$62.90,$47.22,$19.50,$44.69,$21.81,$24.67,$25.50,$49.30,$21.83,$38.41,$23.63,$50.93,$21.14,$25.40,$103.16,$24.63,$122.61,$19.50,$93.52,$25.10,$21.22
14/07/2014,$22.00,$51.94,$24.02,$23.97,$43.64,$49.11,$68.53,$23.83,$40.74,$43.50,$21.37,$62.90,$47.22,$19.50,$44.69,$21.81,$24.67,$25.50,$49.30,$21.83,$38.41,$23.63,$50.80,$21.14,$25.40,$103.16,$24.63,$122.61,$19.50,$93.52,$25.10,$21.22
16/07/2014,$22.00,$51.94,$24.02,$23.97,$43.49,$49.11,$68.53,$23.83,$40.74,$43.70,$21.37,$62.90,$47.22,$19.50,$44.69,$21.81,$24.67,$25.50,$49.30,$21.83,$38.00,$23.63,$50.66,$21.14,$25.40,$103.46,$24.33,$122.61,$19.50,$93.52,$25.10,$21.22
18/07/2014,$22.00,$51.94,$24.02,$23.97,$43.32,$49.11,$68.53,$23.83,$40.74,$43.70,$21.37,$62.90,$47.22,$19.63,$44.69,$21.81,$24.67,$25.50,$49.30,$21.83,$38.13,$23.77,$50.73,$21.14,$25.40,$103.46,$24.33,$122.61,$19.50,$93.52,$25.10,$21.22
21/07/2014,$22.00,$51.94,$24.02,$23.97,$43.49,$49.11,$68.53,$23.83,$40.74,$44.16,$21.37,$62.90,$47.22,$19.63,$44.69,$21.81,$24.67,$25.50,$49.10,$21.83,$38.13,$23.77,$50.73,$21.14,$25.40,$103.46,$24.33,$122.61,$19.50,$94.18,$25.20,$21.15
23/07/2014,$22.00,$51.94,$24.02,$23.97,$43.32,$49.11,$69.00,$23.83,$40.73,$43.70,$21.37,$62.90,$47.22,$19.63,$44.69,$21.81,$24.67,$25.50,$49.10,$21.83,$38.46,$23.77,$50.73,$21.14,$25.40,$103.66,$24.63,$122.61,$19.50,$93.75,$25.20,$21.15
25/07/2014,$22.00,$51.94,$24.02,$23.97,$42.84,$49.11,$69.00,$23.83,$40.73,$43.70,$21.37,$62.90,$47.22,$19.63,$44.69,$21.81,$24.67,$25.50,$49.10,$21.83,$38.46,$23.77,$50.73,$21.14,$25.40,$103.66,$24.63,$122.61,$19.50,$93.75,$25.20,$21.15
28/07/2014,$22.00,$51.94,$23.98,$23.97,$43.89,$49.11,$69.00,$23.83,$40.73,$43.70,$21.37,$62.90,$47.42,$19.63,$44.69,$21.81,$24.67,$25.50,$49.10,$21.83,$38.33,$23.77,$51.07,$21.14,$25.40,$103.66,$24.63,$122.67,$19.50,$94.31,$25.20,$21.15
30/07/2014,$22.00,$51.94,$23.98,$24.00,$43.64,$49.11,$69.00,$23.83,$40.73,$43.70,$21.37,$62.90,$47.42,$19.63,$44.69,$21.81,$24.67,$25.50,$48.30,$22.17,$38.46,$23.77,$51.07,$21.14,$25.40,$103.66,$24.80,$122.67,$19.50,$94.17,$25.26,$21.25
01/08/2014,$22.00,$51.94,$24.15,$24.00,$44.19,$49.11,$69.00,$23.83,$40.73,$43.70,$21.37,$62.90,$47.42,$19.63,$44.69,$21.81,$24.67,$25.50,$48.30,$22.17,$38.46,$23.77,$50.90,$21.14,$25.40,$103.66,$24.80,$122.67,$19.50,$94.17,$25.26,$21.25
04/08/2014,$22.00,$51.94,$24.15,$24.00,$44.05,$49.11,$69.00,$23.83,$40.73,$43.70,$21.37,$62.90,$47.42,$19.63,$44.69,$21.81,$24.67,$25.50,$48.30,$22.17,$38.46,$23.77,$50.90,$21.14,$25.40,$103.66,$24.80,$122.67,$19.50,$94.17,$25.26,$21.25
06/08/2014,$22.00,$51.94,$24.15,$24.00,$43.59,$49.11,$69.00,$23.83,$40.73,$43.53,$21.37,$62.90,$47.42,$19.63,$44.69,$21.81,$24.67,$25.50,$48.30,$22.17,$38.46,$23.77,$50.90,$21.14,$25.40,$103.66,$24.80,$122.67,$19.50,$94.17,$25.26,$21.25
08/08/2014,$22.00,$51.94,$24.15,$24.00,$43.91,$49.11,$69.00,$23.83,$40.73,$43.73,$21.37,$62.90,$47.42,$19.63,$44.69,$21.81,$24.67,$25.50,$48.30,$22.17,$38.46,$23.77,$50.90,$21.14,$25.40,$103.66,$24.80,$122.67,$19.50,$94.17,$25.26,$21.25
11/08/2014,$22.00,$51.94,$24.15,$24.00,$43.93,$49.11,$69.00,$24.27,$40.73,$43.86,$21.37,$62.90,$47.42,$19.63,$44.69,$21.81,$24.67,$25.50,$48.34,$22.17,$38.46,$23.77,$51.07,$21.14,$25.40,$103.66,$24.80,$122.67,$19.50,$94.17,$25.26,$21.25
13/08/2014,$22.00,$51.94,$24.15,$24.00,$44.04,$49.11,$69.00,$24.27,$40.73,$43.86,$21.37,$62.90,$47.42,$19.63,$44.69,$21.81,$24.67,$25.50,$48.30,$22.17,$38.46,$23.77,$51.07,$21.14,$25.40,$103.66,$24.80,$122.67,$19.50,$94.64,$25.26,$21.25
15/08/2014,$22.00,$51.94,$24.15,$24.00,$44.20,$49.11,$69.00,$24.27,$40.73,$43.86,$21.37,$62.90,$47.35,$19.63,$44.69,$21.94,$24.67,$25.50,$48.30,$22.17,$38.63,$23.77,$51.07,$21.14,$25.40,$103.49,$24.80,$122.67,$19.50,$94.17,$25.26,$21.25
18/08/2014,$22.00,$51.94,$24.15,$24.00,$44.20,$49.11,$69.00,$24.27,$40.73,$43.86,$21.37,$62.90,$47.42,$19.63,$44.69,$21.94,$24.67,$25.50,$48.30,$22.17,$38.63,$23.77,$51.07,$21.14,$25.40,$103.49,$24.80,$122.67,$19.50,$94.17,$25.26,$21.25
20/08/2014,$22.00,$51.94,$24.15,$24.00,$44.20,$49.11,$69.00,$24.13,$40.73,$43.86,$21.37,$62.90,$47.42,$19.63,$44.69,$21.94,$24.67,$25.50,$48.30,$22.17,$38.63,$23.77,$51.07,$21.14,$25.40,$103.49,$24.97,$122.67,$19.50,$94.31,$25.26,$21.25
22/08/2014,$22.00,$51.94,$24.15,$23.97,$43.77,$49.11,$69.00,$24.13,$40.73,$43.86,$21.37,$62.90,$47.42,$19.63,$44.69,$21.94,$24.67,$25.50,$48.30,$21.83,$38.63,$23.77,$51.07,$21.14,$25.40,$103.49,$24.97,$122.67,$19.50,$94.31,$25.15,$21.25
25/08/2014,$22.00,$51.94,$24.15,$23.97,$43.90,$49.11,$69.00,$24.13,$40.73,$43.83,$21.37,$62.90,$47.42,$19.63,$44.69,$21.94,$24.67,$25.50,$48.30,$21.83,$38.77,$23.50,$51.07,$21.14,$25.40,$103.49,$24.97,$122.67,$19.50,$94.17,$25.15,$21.25
26/08/2014,,$27.09,,,,$23.08,,,$40.73,,,$19.40,,,,,,$25.50,$48.30,,,,,,,$24.66,,,,,,
27/08/2014,$22.00,$51.94,$24.15,$23.97,$43.74,$49.11,$68.90,$24.30,$40.73,$43.78,$21.37,$62.90,$47.42,$19.63,$44.69,$21.94,$24.67,$25.50,$48.30,$21.83,$38.77,$23.77,$51.07,$21.14,$25.40,$103.49,$24.97,$122.81,$19.50,$94.64,$25.15,$21.25
29/08/2014,$22.00,$51.94,$24.15,$23.97,$43.64,$49.11,$68.90,$24.30,$40.73,$43.78,$21.37,$62.90,$47.42,$19.63,$44.69,$21.94,$24.67,$25.83,$48.30,$21.83,$38.77,$23.67,$51.07,$21.14,$25.40,$103.49,$24.97,$122.81,$19.50,$94.81,$25.15,$21.25
01/09/2014,$22.00,$51.94,$24.15,$23.97,$43.91,$49.11,$68.90,$24.30,$40.73,$43.78,$21.37,$62.90,$47.42,$19.63,$44.69,$21.94,$24.67,$25.83,$48.30,$21.83,$38.77,$23.80,$50.93,$21.14,$25.40,$103.49,$24.97,$122.67,$19.50,$94.64,$25.15,$21.25
03/09/2014,$22.00,$50.77,$24.15,$23.97,$44.19,$49.11,$68.90,$24.30,$40.73,$43.81,$21.37,$62.90,$47.42,$19.63,$44.69,$21.94,$24.50,$25.83,$48.30,$21.83,$38.77,$23.80,$50.93,$21.14,$25.40,$103.49,$24.80,$122.67,$19.50,$94.64,$24.80,$21.25
05/09/2014,$22.00,$50.77,$24.15,$23.97,$44.19,$49.11,$68.90,$24.30,$40.73,$43.78,$21.37,$62.90,$47.42,$19.63,$44.69,$21.94,$24.50,$25.83,$48.30,$21.83,$38.77,$23.80,$50.93,$21.14,$25.40,$103.49,$24.80,$122.67,$19.50,$94.64,$24.51,$21.08
08/09/2014,$22.00,$50.77,$24.15,$23.97,$43.67,$49.11,$68.90,$24.30,$40.73,$43.81,$21.37,$62.90,$47.42,$19.63,$44.69,$21.94,$24.50,$25.83,$48.30,$21.83,$38.77,$23.80,$50.93,$21.14,$25.40,$103.49,$24.80,$122.84,$19.50,$94.64,$24.35,$21.08
10/09/2014,$22.00,$50.77,$24.15,$23.97,$43.94,$49.11,$68.90,$24.30,$40.73,$43.64,$21.37,$62.90,$47.42,$19.63,$44.69,$21.94,$24.50,$25.83,$47.96,$21.83,$38.49,$23.80,$50.93,$21.14,$25.40,$103.49,$24.97,$122.84,$19.50,$94.48,$24.35,$21.08
12/09/2014,$22.00,$50.77,$24.15,$23.97,$43.94,$49.11,$68.90,$24.30,$40.73,$43.64,$21.37,$62.90,$47.42,$19.63,$44.69,$21.94,$24.50,$25.83,$47.96,$21.83,$38.49,$23.80,$50.93,$21.14,$25.40,$103.49,$24.97,$122.84,$19.50,$94.48,$24.35,$21.08
15/09/2014,$22.00,$50.77,$24.15,$23.97,$43.94,$49.11,$68.90,$24.30,$40.73,$43.64,$21.37,$62.90,$47.42,$19.63,$44.69,$21.94,$24.50,$25.83,$47.96,$21.83,$38.49,$23.80,$50.93,$21.14,$25.40,$103.49,$24.97,$122.84,$19.50,$94.48,$24.35,$21.08
17/09/2014,$22.00,$50.77,$24.15,$23.97,$43.67,$49.11,$68.90,$24.30,$40.73,$43.51,$21.37,$62.90,$47.42,$19.63,$44.69,$21.94,$24.50,$25.83,$47.96,$21.83,$38.49,$23.80,$51.07,$21.14,$25.40,$103.49,$24.97,$122.67,$19.50,$94.48,$24.35,$21.08
